objectid,filename,source,title,date,date is approximate?,creator,description,subject,location,latitude,longitude,identifier,findingaidtitle,findingaid,type,format,language,rights,rightsstatement,youtubeid,blogtitle,blogposts
lumber2347,1941-mg627-sun-front.jpg,"MG 627 Edith Jones papers, 1940-2024",Front of a Hays Hall dance card,1941,,unknown,"Hays Hall Autumn Semi-formal dance card,  October 24, 1941, printed Brochon Chicago. Hays Hall emblazoned on bottom of card. Silhouetted couple dancing in the moonlight with a brown chevron patterned background.",dance; dance card; students; university; University of Idaho; memorabilia,,,,1940-mg627-sun-front,"Edith Jones papers, 1940-2024",https://archiveswest.orbiscascade.org/ark:80444/xv512002,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"Let Us Read, Let Us Dance",https://harvester.lib.uidaho.edu/posts/2024/07/01/dance.html
lumber2348,1942-mg627-joe-front.jpg,"MG 627 Edith Jones papers, 1940-2024",Front of a Joe College dance card,1942,,unknown,"Annual Joe College Informal Dance card, Willis Sweet Hall, February 28, 1942. Printed by Queen City Printing, Moscow, ID.",dance; dance card; students; university; University of Idaho; memorabilia,,,,1940-mg627-Joe-front,"Edith Jones papers, 1940-2024",https://archiveswest.orbiscascade.org/ark:80444/xv512002,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"Let Us Read, Let Us Dance",https://harvester.lib.uidaho.edu/posts/2024/07/01/dance.html
lumber2349,arg-1944-feb-headshot.jpg,University of Idaho Argonaut. University of Idaho Library Special Collections and Archives,Announcement of Edith Jones becoming ASUI President,1944,,University of Idaho Argonaut,"Argonaut newsclipping, Febuary 10, 1944.",students; university; University of Idaho; ASUI,,,,arg-1944-feb-headshot,"University of Idaho Argonaut, 1898-Present",https://archiveswest.orbiscascade.org/ark:80444/xv736406,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"Let Us Read, Let Us Dance",https://harvester.lib.uidaho.edu/posts/2024/07/01/dance.html
lumber2350,gem1942sophmore_3.jpg,"Gem of the Mountains photograph collection, PG 101. University of Idaho Library Special Collections and Archives",Edith Jones with members of Key Quest,1942,,Gem of the Mountains,"Photo from Gem of the Mountains 1942 members of Key Quest. L to r Jack Numbers, Edith Jones, Adene Hyde, Bill Mangum.",students; university; University of Idaho; activities,,,,gem1942sophmore_3,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"Let Us Read, Let Us Dance",https://harvester.lib.uidaho.edu/posts/2024/07/01/dance.html
lumber2351,1941-mg627-sun-jumbo.jpg,"MG 627 Edith Jones papers, 1940-2024",Front of a Hays Hall dance card,1941,,unknown,"Hays Hall Autumn Semi-formal dance card,  October 24, 1941, printed Brochon Chicago. Hays Hall emblazoned on bottom of card. Silhouetted couple dancing in the moonlight with a brown chevron patterned background.",students; university; University of Idaho; activities,,,,1940-mg627-sun-jumbo,"Edith Jones papers, 1940-2024",https://archiveswest.orbiscascade.org/ark:80444/xv512002,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"Let Us Read, Let Us Dance",https://harvester.lib.uidaho.edu/posts/2024/07/01/dance.html
lumber2352,1940-mg627-inside.jpg,"MG 627 Edith Jones papers, 1940-2024",Forestry Dance card inside,1940,,unknown,"Idaho Foresters 26th Annual Ball, Student Union Ballroom, November 23, 1940. Inside sheet with list of dances.",students; university; University of Idaho; activities,,,,1940-mg627-inside,"Edith Jones papers, 1940-2024",https://archiveswest.orbiscascade.org/ark:80444/xv512002,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,"Let Us Read, Let Us Dance",https://harvester.lib.uidaho.edu/posts/2024/07/01/dance.html
lumber2353,mg190_b1_f3_016-1.jpg,"David (Cougar Dave) Lewis Papers, 1879-1984",Letter from C. E. Armstrong & Co. Sporting Goods,1924,,C. E. Armstrong & Co. Sporting Goods,"A letter from C. E. Armstrong to Dave Lewis about sending items, and offering services.",letters; items; services,,,,mg190_b1_f3_016-1,"Edith Jones papers, 1940-2025",https://archiveswest.orbiscascade.org/ark:80444/xv512003,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Researching the Wilderness,https://harvester.lib.uidaho.edu/posts/2024/07/15/cougar.html
lumber2354,mg190_b1_f7_e1-015b.jpg,"David (Cougar Dave) Lewis Papers, 1879-1985",David Lewis with dogs,undated,,unknown,David Lewis is pictured sitting down while one dogs stands up on the man and the other scratches its face.,photographs; person; dogs,,45.1036357,-114.8479329,mg190_b1_f7_e1-015b,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Researching the Wilderness,https://harvester.lib.uidaho.edu/posts/2024/07/15/cougar.html
lumber2355,mg190_b1_f11-002.jpg,"David (Cougar Dave) Lewis Papers, 1879-1986",Dorothy Taylor in landscape,1956-1963,y,unknown,Dorothy Taylor stands in front of a rocky hill with shrubs.,photographs; person; hills; plants,,45.1036357,-114.8479329,mg190_b1_f11-002,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Researching the Wilderness,https://harvester.lib.uidaho.edu/posts/2024/07/15/cougar.html
lumber2356,mg190_b1_f11-007.jpg,"David (Cougar Dave) Lewis Papers, 1879-1987",Jess Taylor,1956-1963,y,unknown,Jess Taylor with waders and fishing gear holding a large trout.,photographs; person; fish; trout; fishing; gear,,45.1036357,-114.8479329,mg190_b1_f11-007,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Researching the Wilderness,https://harvester.lib.uidaho.edu/posts/2024/07/15/cougar.html
lumber2357,mg190_b1_f13-001p011.jpg,"David (Cougar Dave) Lewis Papers, 1879-1988",Taylor Ranch Map,undated,,unknown,A map of Taylor Ranch.,maps; ranches; coordinates; Frank Church Wilderness,,45.1036357,-114.8479329,mg190_b1_f13-001p011,,,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Researching the Wilderness,https://harvester.lib.uidaho.edu/posts/2024/07/15/cougar.html
lumber2358,pg105-02-45.jpg,C.H. Shattuck Lantern Slides,Ranger Weholt crossing Moose Creek,1904,,"Shattuck, C. H.",The glass slide reads: 'Weholt fording Moose Creek near Three Forks.',lantern slides; slides; C.H. Shattuck; Moose Creek,,,,PG105-02-45,"Charles H. Shattuck lantern slides collection, 1904-1910",https://archiveswest.orbiscascade.org/ark:80444/xv40698,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Transparent Photos Brought the World to the Classroom,https://harvester.lib.uidaho.edu/posts/2024/07/28/shattuck.html
lumber2359,pg105-02-66.jpg,C.H. Shattuck Lantern Slides,Stump removal,1904,,"Shattuck, C. H.",Unidentified man standing in hole in front of stump. The glass slide reads: 'Stump in Fig. 19 after the blast. Charge was too small.',lantern slides; slides; C.H. Shattuck; trees; logging,,,,PG105-02-66,"Charles H. Shattuck lantern slides collection, 1904-1910",https://archiveswest.orbiscascade.org/ark:80444/xv40698,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Transparent Photos Brought the World to the Classroom,https://harvester.lib.uidaho.edu/posts/2024/07/28/shattuck.html
lumber2360,pg105-03-12.jpg,C.H. Shattuck Lantern Slides,"College of Agriculture, University of Idaho",1904,,"Shattuck, C. H.","The glass slide reads: 'College of Agriculture in center Metalurgical Mill left, Assay Bldg.'",lantern slides; slides; C.H. Shattuck; trees; University of Idaho; College of Agriculture; buildings,,46.727777,-117.01087,PG105-03-12,"Charles H. Shattuck lantern slides collection, 1904-1910",https://archiveswest.orbiscascade.org/ark:80444/xv40698,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Transparent Photos Brought the World to the Classroom,https://harvester.lib.uidaho.edu/posts/2024/07/28/shattuck.html
lumber2361,pg105-03-31.jpg,C.H. Shattuck Lantern Slides,Herpotrichia Nigra,1904,,"Shattuck, C. H.",The glass slide reads: 'Herpotrichia Nigra On Spruce. 62 Camp Idaho.',lantern slides; slides; C.H. Shattuck; trees; spruce,,,,PG105-03-31,"Charles H. Shattuck lantern slides collection, 1904-1910",https://archiveswest.orbiscascade.org/ark:80444/xv40698,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Transparent Photos Brought the World to the Classroom,https://harvester.lib.uidaho.edu/posts/2024/07/28/shattuck.html
lumber2362,d-nw-mullanreport1.jpg,Report on the construction of a military road from Fort Walla-Walla to Fort Benton,"Map from Fort Taylor to the Coeur d'Alene Mission, Washington Territory",1863,,University of Idaho Special Collections & Archives,"Map made under the direction of Capt. A.A. Humphreys by Lieut. John Mullan, U.S. Army, 1858",John Mullan; maps; geography; military roads; Mullan Road,,,,d-nw-mullanreport1,"Day Northwest (Day-NW) Book collection, circa 1800s - Present",https://archiveswest.orbiscascade.org/ark:80444/xv393143,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Building the Mullan Road,https://harvester.lib.uidaho.edu/posts/2024/08/15/mullan.html
lumber2363,d-nw-mullanreport2.jpg,Report on the construction of a military road from Fort Walla-Walla to Fort Benton,Map of the Mountain Section,1863,,University of Idaho Special Collections & Archives,"Mountain section of the Mullan Road from Coeur d'Elen Lake to the Dearborn River, Washington Territory; under directio nof the War Department by Capt. John Mullan, U.S. Army; 1859-1863",John Mullan; maps; geography; military roads; Mullan Road,,,,d-nw-mullanreport2,"Day Northwest (Day-NW) Book collection, circa 1800s - Present",https://archiveswest.orbiscascade.org/ark:80444/xv393143,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Building the Mullan Road,https://harvester.lib.uidaho.edu/posts/2024/08/15/mullan.html
lumber2364,d-nw-mullanreport3.jpg,Report on the construction of a military road from Fort Walla-Walla to Fort Benton,Title page of the Report of the Construction of a Military Road,1863,,University of Idaho Special Collections & Archives,Report of the Mullan Road construction of Fort Walla-Walla to Fort Benton,John Mullan; maps; geography; military roads; Mullan Road,,,,d-nw-mullanreport3,"Day Northwest (Day-NW) Book collection, circa 1800s - Present",https://archiveswest.orbiscascade.org/ark:80444/xv393143,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Building the Mullan Road,https://harvester.lib.uidaho.edu/posts/2024/08/15/mullan.html
lumber2365,d-nw-mullanreport4.jpg,Report on the construction of a military road from Fort Walla-Walla to Fort Benton,Page from the Mullan Road Report,1863,,University of Idaho Special Collections & Archives,"Text and illustration by G. Sohon of ""Paloose Falls in Washington Territory""",John Mullan; maps; geography; military roads; Mullan Road; illustration,,,,d-nw-mullanreport4,"Day Northwest (Day-NW) Book collection, circa 1800s - Present",https://archiveswest.orbiscascade.org/ark:80444/xv393143,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Building the Mullan Road,https://harvester.lib.uidaho.edu/posts/2024/08/15/mullan.html
lumber2366,d-nw-mullanreport5.jpg,Report on the construction of a military road from Fort Walla-Walla to Fort Benton,Page from the Mullan Road Report,1863,,University of Idaho Special Collections & Archives,"Text and illustration by G. Sohon of ""Coeur d'Alene Mission in the Rocky Mountains""",John Mullan; maps; geography; military roads; Mullan Road; illustration,,,,d-nw-mullanreport5,"Day Northwest (Day-NW) Book collection, circa 1800s - Present",https://archiveswest.orbiscascade.org/ark:80444/xv393143,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Building the Mullan Road,https://harvester.lib.uidaho.edu/posts/2024/08/15/mullan.html
lumber2367,d-nw-mullanreport6.jpg,Report on the construction of a military road from Fort Walla-Walla to Fort Benton,Page from the Mullan Road Report,1863,,University of Idaho Special Collections & Archives,"Text and illustration by G. Sohon of ""Paloose Falls in Washington Territory""",John Mullan; maps; geography; military roads; Mullan Road; illustration,,,,d-nw-mullanreport6,"Day Northwest (Day-NW) Book collection, circa 1800s - Present",https://archiveswest.orbiscascade.org/ark:80444/xv393144,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Building the Mullan Road,https://harvester.lib.uidaho.edu/posts/2024/08/15/mullan.html
lumber2368,pg2131-2.jpg,"University of Idaho Student Organizations Collection, PG 002, University of Idaho Library Special Collections and Archives",Vandal mascot Empire the dog,1920,y,University of Idaho Special Collections & Archives,"A member of the pep squad stands with the Vandal mascot, Empire the dog.",University of Idaho; mascot; dogs; Vandal; football,,,,pg2131-2,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2369,10-09-1923-dsm.jpg,University of Idaho Argonaut,Great Dance Elected 1923 Vandal Mascot,1923,,University of Idaho Special Collections & Archives,News clipping from the University of Idaho Argonaut announcing Empire as the Vandal mascot.,University of Idaho; mascot; dogs; Vandal; football,,,,10-09-1923-dsm,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2370,caldwell-trib-12-11-1923.jpg,Chronicling America: Historic American Newspapers. Lib. of Congress.,Empire Makes Hit in South,1923,,University of Idaho Special Collections & Archives,News clipping of Empire's trip to California.,University of Idaho; mascot; dogs; Vandal; football,,,,caldwell-trib-12-11-1923,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2371,arg-10-26-1923-2.jpg,University of Idaho Argonaut,Empire Goes to Eugene,1923,,University of Idaho Special Collections & Archives,News clipping of Empire's trip to Eugene.,University of Idaho; mascot; dogs; Vandal; football,,,,arg-10-26-1923-2,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2372,empire_2.jpg,"Gem of the Mountains photograph collection, PG 101. University of Idaho Library Special Collections and Archives",Taking Pa in Hand,1924,,University of Idaho Special Collections & Archives,Photo from a collage of images in the Gem of the Mountains annual. Empire stands next to a seated young man in a suit.,University of Idaho; mascot; dogs; Vandal; football,,,,empire_2,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2373,arg-1923-11-10-3.jpg,University of Idaho Argonaut,"""Empire"" on Hand for O.A.C. Tilt",1923,,University of Idaho Special Collections & Archives,News clipping about Empire's trip to Boise and some of his history.,University of Idaho; mascot; dogs; Vandal; football,,,,arg-1923-11-10-3,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2374,arg-11-02-1923-1.jpg,University of Idaho Argonaut,"""Empire"" Goes to Spokane",1923,,University of Idaho Special Collections & Archives,News clipping from the University of Idaho Argonaut about Empire participating in a parade in Boise.,University of Idaho; mascot; dogs; Vandal; football,,,,arg-11-02-1923-1,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2375,empire_4.jpg,"Gem of the Mountains photograph collection, PG 101. University of Idaho Library Special Collections and Archives",Gone But Not Forgotten,1924,,University of Idaho Special Collections & Archives,"Photo from a collage of images in the Gem of the Mountains annual. Empire in his Vandals coat with the caption ""Gone but not forgotten.""",University of Idaho; mascot; dogs; Vandal; football,,,,empire_4,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2376,jumb-empire.jpg,"Gem of the Mountains photograph collection, PG 101. University of Idaho Library Special Collections and Archives",Empire and Baby Joe,1924,,University of Idaho Special Collections & Archives,Section of the inside cover of the Gem of the Mountains annual showing Empire & Baby Joe.,University of Idaho; mascot; dogs; Vandal; football,,,,jumb-empire,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2377,empire_1.jpg,"Gem of the Mountains photograph collection, PG 101. University of Idaho Library Special Collections and Archives",Illustration of Empire which was used throughout the 1924 annual.,1924,,University of Idaho Special Collections & Archives,Empire in his Vandals coat.,University of Idaho; mascot; dogs; Vandal; football,,,,empire_1.jpg,Canine Aristocrat,,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Canine Aristocrat,https://harvester.lib.uidaho.edu/posts/2024/08/29/canine.html
lumber2378,ug138_1_1_014.jpg,"Plant, Soil, and Entomological Science records",Ash gray blister beetle,1961,,W. E. Peay,Black and white photograph of ash-gray blister beetles showing type of injury they cause on a sugar beet.,"Insecta (class), Coleoptera (order), plant material","Twin Falls, Idaho",42.562786,-114.460503,ug138_1_1_014,"Plant, Soil, and Entomological Science records",https://archiveswest.orbiscascade.org/ark:80444/xv489597,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Establishment of Agricultural Research at the University of Idaho,https://harvester.lib.uidaho.edu/posts/2024/09/02/establishment-of-agricultural-research-at-the-university-of-idaho.html
lumber2379,ug138_1_1_039.jpg,"Plant, Soil, and Entomological Science records",Bean cutworm,1965,,W. E. Peay,Black and white photograph of western bean cutworm moth.,"Insecta (class), Lepidoptera (order), life stages","Twin Falls, Idaho",42.562786,-114.460503,ug138_1_1_039,"Plant, Soil, and Entomological Science records",https://archiveswest.orbiscascade.org/ark:80444/xv489597,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Establishment of Agricultural Research at the University of Idaho,https://harvester.lib.uidaho.edu/posts/2024/09/02/establishment-of-agricultural-research-at-the-university-of-idaho.html
lumber2380,ug138_1_1_040.jpg,"Plant, Soil, and Entomological Science records",Bean cutworm,1955,,H. C. Hallock,Black and white photograph of an adult western bean cutworm moth.,"Insecta (class), Lepidoptera (order), life stages","Twin Falls, Idaho",42.562786,-114.460503,ug138_1_1_040,"Plant, Soil, and Entomological Science records",https://archiveswest.orbiscascade.org/ark:80444/xv489597,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Establishment of Agricultural Research at the University of Idaho,https://harvester.lib.uidaho.edu/posts/2024/09/02/establishment-of-agricultural-research-at-the-university-of-idaho.html
lumber2381,ug138_1_51_049.jpg,"Plant, Soil, and Entomological Science records",Twin Falls Station Staff,1946,,unknown,Black and white photograph of Twin Falls Station 1946 staff.,"personnel, laboratories (organization), groups of people","Twin Falls, Idaho",42.562786,-114.460503,ug138_1_51_049,"Plant, Soil, and Entomological Science records",https://archiveswest.orbiscascade.org/ark:80444/xv489597,Image;StillImage,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,Establishment of Agricultural Research at the University of Idaho,https://harvester.lib.uidaho.edu/posts/2024/09/02/establishment-of-agricultural-research-at-the-university-of-idaho.html
